"index","word","female","i_pronoun","exclude","coef","ME","nFemale","nMale","coef_pronoun","ME_pronoun","nFemale_pronoun","nMale_pronoun","linear_coef"
5797,"vacations",NA,NA,NA,0,0,64,73,0,0,26,39,0
5798,"ford",NA,NA,NA,-0.519436501,-0.076092254,15,199,-0.173262123,-0.028022027,8,100,0
5799,"offense",NA,NA,NA,-0.251406664,-0.036828563,39,201,0,0,25,109,0
5800,"buyers",NA,NA,NA,0,0,14,84,0,0,8,32,0
5801,"quantify",NA,NA,NA,0,0,10,88,0,0,2,9,0
5802,"precious",NA,NA,NA,0,0,54,138,0,0,23,88,0
5803,"spokesman",NA,NA,NA,0,0,14,133,0,0,19,103,0
5804,"tongue",NA,NA,NA,0.900141006,0.131861657,155,109,0.340893964,0.055133457,75,79,0
5805,"judged",NA,NA,NA,0,0,51,132,0,0,30,78,0
5806,"easiest",NA,NA,NA,0.137768346,0.020181685,58,133,0,0,19,59,0
5807,"fitting",NA,NA,NA,-0.090701681,-0.013286889,35,130,0,0,21,64,0
5808,"quantities",NA,NA,NA,0,0,9,98,0,0,6,36,0
5809,"rant",NA,NA,NA,-0.14644833,-0.021453216,44,199,-0.070841654,-0.011457361,27,123,0
5810,"viable",NA,NA,NA,0.080957292,0.011859434,28,98,0,0,14,52,0
5811,"newspapers",NA,NA,NA,0,0,19,128,0,0,12,83,0
5812,"consultants",NA,NA,NA,0,0,10,74,0,0,5,36,0
5813,"covariates",NA,NA,NA,0,0,3,48,0,0,0,12,0
5814,"justin",0,0,1,NA,NA,20,796,NA,NA,20,160,NA
5815,"indicator",NA,NA,NA,0,0,23,115,0,0,8,49,0
5816,"barrier",NA,NA,NA,0.048574515,0.007115681,32,94,0,0,15,47,0
5817,"judgement",NA,NA,NA,0,0,48,161,0,0,34,110,0
5818,"nk",NA,NA,NA,-1.12645393,-0.165014238,3,260,-0.845749355,-0.136784722,0,119,0
5819,"approached",NA,NA,NA,0,0,68,149,-0.15427669,-0.024951475,56,125,0
5820,"hiding",NA,NA,NA,0,0,60,198,0,0,45,132,0
5821,"chetty",0,0,1,NA,NA,5,982,NA,NA,9,213,NA
5822,"coherent",NA,NA,NA,0,0,24,144,0,0,13,82,0
5823,"loop",NA,NA,NA,0,0,18,98,0,0,8,48,0
5824,"bulk",NA,NA,NA,-0.762902555,-0.111757596,18,142,-0.099347131,-0.016067609,6,68,0
5825,"predictable",NA,NA,NA,0,0,22,130,0,0,13,71,0
5826,"compliance",NA,NA,NA,0,0,10,71,0,0,11,22,0
5827,"tariffs",NA,NA,NA,0,0,6,95,0,0,3,46,0
5828,"2007,",NA,NA,NA,0,0,8,105,0,0,7,59,0
5829,"normative",NA,NA,NA,-0.045958854,-0.006732513,16,169,-0.237125341,-0.038350752,9,102,0
5830,"decreased",NA,NA,NA,-0.010166511,-0.001489292,10,91,0,0,2,38,0
5831,"bonuses",NA,NA,NA,0,0,19,74,0,0,9,35,0
5832,"monitoring",NA,NA,NA,0,0,22,98,0,0,10,49,0
5833,"panic",NA,NA,NA,0,0,44,138,0.000727757,0.000117702,28,73,0
5834,"encouraging",NA,NA,NA,0,0,53,145,0,0,26,86,0
5835,"vegetables",NA,NA,NA,0,0,17,51,0,0,6,22,0
5836,"culturally",NA,NA,NA,-0.314812296,-0.046116854,36,104,0.504538841,0.081600068,19,43,0
5837,"ross",NA,NA,1,NA,NA,18,320,NA,NA,10,108,NA
5838,"annually",NA,NA,NA,0,0,12,82,0,0,12,33,0
5839,"holdings",NA,NA,NA,0,0,4,87,0,0,2,37,0
5840,"cats",NA,NA,NA,0.169350296,0.024808125,99,106,0,0,38,53,0
5841,"athletic",NA,NA,NA,0,0,48,143,-0.187084389,-0.03025753,15,78,0
5842,"maintaining",NA,NA,NA,0,0,40,110,0,0,21,57,0
5843,"grammar",NA,NA,NA,-0.230670444,-0.033790914,21,167,0,0,14,95,0
5844,"coalition",NA,NA,NA,0,0,23,131,0,0,20,90,0
5845,"palestinians",NA,NA,NA,0,0,15,72,0,0,7,46,0
5846,"cheers",NA,NA,NA,-0.400541818,-0.058675371,40,204,0,0,22,68,0
5847,"mystery",NA,NA,NA,0,0,45,141,0,0,22,90,0
5848,"jersey",NA,NA,NA,-0.181607005,-0.02660361,29,168,0,0,15,84,0
5849,"diseases",NA,NA,NA,0,0,33,75,0,0,20,31,0
5850,"completion",NA,NA,NA,0,0,21,74,0,0,13,38,0
5851,"someday",NA,NA,NA,0,0,44,130,0.153049882,0.024753061,29,79,0
5852,"bowl",NA,NA,NA,-0.824033774,-0.120712709,24,203,-0.782870925,-0.126615268,14,104,-0.009382559
5853,"insead",NA,NA,NA,0.115509236,0.016920948,9,73,0,0,4,27,0
5854,"coach",NA,NA,NA,-0.156221446,-0.02288488,39,226,-0.403733319,-0.065296591,26,165,0
5855,"barbulis",NA,NA,1,NA,NA,37,177,NA,NA,11,83,NA
5856,"journalist",NA,NA,NA,0,0,51,325,0,0,40,234,0
5857,"coin",NA,NA,NA,0,0,28,77,0,0,16,50,0
5858,"emotionally",NA,NA,NA,0.432261963,0.063322055,151,108,0.383609102,0.062041861,85,67,0
5859,"invitation",NA,NA,NA,-0.142051164,-0.020809075,25,168,0,0,25,86,0
5860,"tolerance",NA,NA,NA,0,0,20,108,0,0,14,62,0
5861,"fixing",NA,NA,NA,0,0,32,115,0,0,23,70,0
5862,"divorced",NA,NA,NA,0.032139857,0.004708168,241,195,0,0,101,115,0
5863,"examines",NA,NA,NA,0,0,24,176,0,0,8,28,0
5864,"hook",NA,NA,NA,0.451917929,0.066201458,174,153,0,0,64,96,0
5865,"storage",NA,NA,NA,0,0,12,55,0,0,7,22,0
5866,"lowering",NA,NA,NA,0,0,18,107,0,0,11,55,0
5867,"landing",NA,NA,NA,0.078375729,0.011481261,36,126,0,0,21,60,0
5868,"staring",NA,NA,NA,-0.021898142,-0.003207859,93,145,0,0,67,91,0
5869,"revised",NA,NA,NA,-0.416950286,-0.061079048,5,140,-0.478301719,-0.077356686,5,88,0
5870,"legit",NA,NA,NA,-0.001463478,-0.000214385,83,308,-0.0826812,-0.013372195,41,171,0
5871,"beans",NA,NA,NA,-0.054999707,-0.008056907,25,81,0,0,13,37,0
5872,"injuries",NA,NA,NA,0,0,33,126,0,0,19,99,0
5873,"dispersion",NA,NA,NA,0,0,4,63,0,0,1,9,0
5874,"envy",NA,NA,NA,-0.128287581,-0.018792848,46,206,0,0,27,90,0
5875,"thick",NA,NA,NA,-0.005834476,-0.000854692,71,159,-0.467698722,-0.075641843,29,88,0
5876,"donations",NA,NA,NA,0,0,30,134,0.041382374,0.006692853,19,66,0
5877,"solow",NA,NA,1,NA,NA,2,388,NA,NA,2,118,NA
5878,"inch",NA,NA,NA,0,0,48,113,-0.001857583,-0.000300431,25,59,0
5879,"engine",NA,NA,NA,-0.360807802,-0.052854735,21,119,0,0,13,63,0
5880,"philadelphia",NA,NA,NA,0.112403493,0.016465988,28,113,0,0,18,59,0
5881,"damages",NA,NA,NA,0,0,15,103,0,0,16,58,0
5882,"prelims",NA,NA,NA,-0.279296554,-0.040914152,23,182,-0.670079664,-0.108373314,8,85,0
5883,"guarantees",NA,NA,NA,0,0,9,77,0,0,7,39,0
5884,"attempting",NA,NA,NA,0,0,39,143,0,0,29,92,0
5885,"stake",NA,NA,NA,-0.162675273,-0.023830301,83,158,0,0,15,108,0
5886,"person's",NA,NA,NA,0,0,36,165,0,0,21,107,0
5887,"sociologist",NA,NA,NA,0,0,55,263,0,0,36,152,0
5888,"advocates",NA,NA,NA,0,0,15,140,0,0,14,79,0
5889,"steven",0,0,1,NA,NA,12,484,NA,NA,10,93,NA
5890,"permit",NA,NA,NA,0,0,32,83,0,0,22,39,0
5891,"arrangements",NA,NA,NA,0.256354934,0.037553435,29,81,0,0,11,39,0
5892,"nazis",NA,NA,NA,0.141839279,0.020778036,33,146,0,0,14,90,0
5893,"navy",NA,NA,NA,-0.441077167,-0.064613395,30,129,-0.361058573,-0.05839472,4,76,0
5894,"superficial",NA,NA,NA,0.236708344,0.034675406,77,136,0,0,22,73,0
5895,"engagement",NA,NA,NA,0.373173544,0.054666193,51,82,0.031351616,0.005070559,38,49,0
5896,"intensity",NA,NA,NA,0,0,31,70,0.140002318,0.022642853,18,25,0
5897,"journey",NA,NA,NA,-0.299121201,-0.043818265,36,125,0,0,16,66,0
5898,"ceiling",NA,NA,NA,0.084551196,0.012385905,39,99,0,0,17,70,0
5899,"politely",NA,NA,NA,0,0,62,154,0,0,48,121,0
5900,"evals",NA,NA,NA,-0.038872158,-0.005694382,22,80,0,0,9,44,0
5901,"depts",NA,NA,NA,0,0,16,115,0,0,7,44,0
5902,"applicable",NA,NA,NA,0,0,21,98,0,0,10,48,0
5903,"scenarios",NA,NA,NA,0,0,25,86,0,0,15,43,0
5904,"accusations",NA,NA,NA,0,0,53,149,0,0,38,114,0
5905,"taxed",NA,NA,NA,-0.105277207,-0.015422058,7,95,-0.171085336,-0.027669971,4,48,0
5906,"examination",NA,NA,NA,0,0,18,87,0,0,18,41,0
5907,"considerations",NA,NA,NA,0,0,16,90,0,0,9,40,0
5908,"analytics",NA,NA,NA,0,0,19,113,0,0,7,50,0
5909,"setup",NA,NA,NA,0,0,26,125,0,0,20,65,0
5910,"aiming",NA,NA,NA,0,0,28,121,0,0,15,54,0
5911,"popularity",NA,NA,NA,0,0,30,151,0,0,19,101,0
5912,"lib",NA,NA,NA,0.076415022,0.011194037,80,281,-0.297598392,-0.048131179,20,153,0
5913,"fieking",NA,NA,NA,0.513618359,0.075239954,190,181,-0.297334899,-0.048088563,30,91,0
5914,"rage",NA,NA,NA,-0.162758136,-0.023842439,48,178,-0.403769695,-0.065302474,26,123,0
5915,"execution",NA,NA,NA,0.141516597,0.020730766,26,129,0,0,14,82,0
5916,"interdisciplinary",NA,NA,NA,0,0,16,86,0,0,9,36,0
5917,"alan",0,0,1,NA,NA,5,469,NA,NA,10,122,NA
5918,"superiority",NA,NA,NA,0,0,25,105,0,0,9,57,0
5919,"guilt",NA,NA,NA,0,0,85,124,0,0,46,87,0
5920,"deemed",NA,NA,NA,0,0,23,103,0,0,19,60,0
5921,"deliberately",NA,NA,NA,0,0,39,163,0.295487052,0.047789707,32,113,0
5922,"delivery",NA,NA,NA,-0.057891601,-0.008480541,50,144,0,0,31,69,0
5923,"refereeing",NA,NA,NA,0,0,17,140,0,0,9,79,0
5924,"revolutionary",NA,NA,NA,0,0,16,166,0,0,11,112,0
5925,"appendix",NA,NA,NA,-0.403574309,-0.059119601,6,160,-0.220963819,-0.035736917,6,79,0
5926,"dubious",NA,NA,NA,0,0,34,161,0,0,25,95,0
5927,"it'd",NA,NA,NA,0,0,44,149,0,0,27,71,0
5928,"fascinating",NA,NA,NA,0,0,34,201,-0.211577158,-0.034218794,17,110,0
5929,"lasting",NA,NA,NA,0,0,35,128,0,0,16,69,0
5930,"ordering",NA,NA,NA,0,0,35,120,0,0,18,68,0
5931,"abc",NA,NA,NA,0,0,17,86,0,0,12,51,0
5932,"mountains",NA,NA,NA,-1.066349079,-0.156209478,14,90,0,0,10,46,0
5933,"montreal",NA,NA,NA,0.286312171,0.04194187,37,88,0,0,12,27,0
5934,"3.5",NA,NA,NA,0,0,20,100,0,0,9,42,0
5935,"circles",NA,NA,NA,0,0,39,156,-0.250199954,-0.040465335,17,106,0
5936,"nonlinear",NA,NA,NA,0,0,3,86,0,0,1,26,0
5937,"doomed",NA,NA,NA,0.140214041,0.020539955,52,136,0,0,24,74,0
5938,"coal",NA,NA,NA,-0.032143175,-0.004708654,8,84,0,0,3,34,0
5939,"internationally",NA,NA,NA,0,0,19,88,0,0,12,41,0
5940,"cal",NA,NA,NA,0,0,23,119,0,0,10,41,0
5941,"mentioning",NA,NA,NA,0.197882508,0.028987809,89,214,0,0,32,145,0
5942,"amongst",NA,NA,NA,0,0,43,176,0,0,25,92,0
5943,"traditionally",NA,NA,NA,0,0,44,105,0,0,18,40,0
5944,"everyone's",NA,NA,NA,-0.076753816,-0.011243667,34,163,0,0,16,81,0
5945,"credentials",NA,NA,NA,0,0,24,156,0,0,19,106,0
5946,"deans",NA,NA,NA,0.580418161,0.085025457,35,107,0.311575233,0.050391681,17,64,0
5947,"authored",NA,NA,NA,0,0,26,178,0,0,18,112,0
5948,"inherently",NA,NA,NA,0,0,35,121,0,0,18,60,0
5949,"negotiations",NA,NA,NA,0,0,9,109,0,0,8,62,0
5950,"irs",NA,NA,NA,0.139343981,0.0204125,22,103,0,0,14,51,0
5951,"couldn",NA,NA,NA,0,0,42,87,0,0,20,78,0
5952,"tablet",NA,NA,NA,-0.06805962,-0.009970054,12,84,0,0,4,43,0
5953,"phil",0,0,1,NA,NA,7,371,NA,NA,11,96,NA
5954,"intention",NA,NA,NA,0,0,64,156,-0.073879947,-0.01194875,37,116,0
5955,"relying",NA,NA,NA,0,0,18,117,0,0,8,63,0
5956,"embarrassment",NA,NA,NA,-0.055057737,-0.008065408,40,181,-0.007591293,-0.001227755,32,118,0
5957,"oppression",NA,NA,NA,0,0,44,109,0,0,14,60,0
5958,"fiecked",NA,NA,NA,0,0,84,206,0,0,36,97,0
5959,"objectively",NA,NA,NA,-0.013179603,-0.00193068,48,114,0,0,26,69,0
5960,"disadvantage",NA,NA,NA,0,0,30,98,0,0,12,52,0
5961,"oppose",NA,NA,NA,0,0,32,127,0,0,10,88,0
5962,"frustration",NA,NA,NA,0,0,43,136,0,0,25,85,0
5963,"binary",NA,NA,NA,-0.032879981,-0.004816589,28,104,0,0,14,42,0
5964,"stealing",NA,NA,NA,0,0,47,203,0,0,26,133,0
5965,"directions",NA,NA,NA,0,0,34,93,0,0,24,44,0
5966,"god's",NA,NA,NA,0,0,55,199,0,0,28,110,0
5967,"convention",NA,NA,NA,-0.084286676,-0.012347155,34,170,0,0,17,118,0
5968,"geb",NA,NA,NA,0,0,16,102,0,0,8,52,0
5969,"airlines",NA,NA,NA,0.232503348,0.034059416,29,80,0,0,18,41,0
5970,"ignores",NA,NA,NA,0,0,35,144,0,0,24,100,0
5971,"enhance",NA,NA,NA,0,0,31,87,0,0,18,32,0
5972,"prevents",NA,NA,NA,0,0,23,70,0,0,9,45,0
5973,"obligation",NA,NA,NA,0,0,26,104,0,0,19,73,0
5974,"jumped",NA,NA,NA,0,0,50,161,0,0,36,125,0
5975,"opens",NA,NA,NA,0,0,42,172,0,0,34,118,0
5976,"steel",NA,NA,NA,-0.567334448,-0.083108824,18,134,-0.158125466,-0.025573946,11,76,0
5977,"holidays",NA,NA,NA,0,0,55,132,0,0,28,53,0
5978,"warren",0,0,1,NA,NA,11,536,NA,NA,59,131,NA
5979,"real-world",NA,NA,NA,0,0,12,112,0,0,7,52,0
5980,"flip",NA,NA,NA,0,0,62,127,0,0,36,74,0
5981,"remarkably",NA,NA,NA,0,0,26,122,0,0,13,77,0
5982,"intertemporal",NA,NA,NA,0,0,9,109,0,0,4,29,0
5983,"subsequently",NA,NA,NA,0,0,29,118,0,0,26,64,0
5984,"quotes",NA,NA,NA,-0.144025144,-0.021098244,27,222,0,0,25,124,0
5985,"pitch",NA,NA,NA,0,0,30,122,0,0,15,89,0
5986,"demanded",NA,NA,NA,0,0,25,118,0,0,22,91,0
5987,"boot",NA,NA,NA,0,0,36,140,0,0,25,85,0
5988,"exclusive",NA,NA,NA,0.375852354,0.055058612,61,136,0,0,30,71,0
5989,"examined",NA,NA,NA,0,0,25,116,0,0,13,59,0
5990,"torture",NA,NA,NA,-0.274943368,-0.040276454,36,149,0,0,18,86,0
5991,"munich",NA,NA,NA,-0.542263959,-0.079436248,8,100,-0.027709975,-0.004481589,2,47,0
5992,"ah",NA,NA,NA,0,0,70,272,-0.302401438,-0.048907985,39,138,0
5993,"ante",NA,NA,NA,-0.632999195,-0.092728053,18,114,-0.471837189,-0.076311165,10,54,0
5994,"chelsea",1,0,1,NA,NA,334,121,NA,NA,20,68,NA
5995,"teen",NA,NA,NA,0.384877316,0.056380679,120,123,-0.180266684,-0.029154889,35,71,0
5996,"cmu",NA,NA,NA,0,0,11,81,0,0,7,33,0
5997,"consists",NA,NA,NA,0,0,24,161,0,0,9,80,0
5998,"kansas",NA,NA,NA,-0.450185134,-0.065947621,10,118,0,0,6,53,0
5999,"persist",NA,NA,NA,0,0,18,64,0,0,7,25,0
6000,"barro",0,0,1,NA,NA,0,547,NA,NA,2,113,NA
6001,"sing",NA,NA,NA,0.507385296,0.074326873,75,125,0.555349375,0.089817757,47,57,0
6002,"natives",NA,NA,NA,0,0,16,69,0,0,3,26,0
6003,"mechanical",NA,NA,NA,0,0,20,109,0.183071789,0.029608564,13,56,0
6004,"tour",NA,NA,NA,0,0,56,207,0,0,33,145,0
6005,"alabama",NA,NA,NA,-0.000765482,-0.000112135,31,146,0,0,18,65,0
6006,"vancouver",NA,NA,NA,0,0,11,59,0,0,5,23,0
6007,"string",NA,NA,NA,0,0,36,160,0,0,22,82,0
6008,"inclusion",NA,NA,NA,0,0,16,97,0,0,15,39,0
6009,"validation",NA,NA,NA,0,0,51,101,0,0,25,47,0
6010,"trades",NA,NA,NA,-0.278764959,-0.040836279,11,138,0,0,7,60,0
6011,"challenged",NA,NA,NA,0,0,31,184,0,0,19,119,0
6012,"jmcs",NA,NA,NA,0,0,35,147,0,0,8,61,0
6013,"postdocs",NA,NA,NA,-0.297472619,-0.043576764,11,98,0,0,8,36,0
6014,"attacking",NA,NA,NA,-0.144332087,-0.021143208,56,300,-0.459326278,-0.07428775,25,219,0
6015,"babe",NA,NA,NA,0,0,42,36,0,0,32,20,0
6016,"leftist",NA,NA,NA,-0.10032425,-0.014696499,33,263,-0.213484366,-0.03452725,15,169,0
6017,"counterparts",NA,NA,NA,0,0,41,115,0,0,15,45,0
6018,"asleep",NA,NA,NA,-0.013904221,-0.002036829,113,167,0,0,70,117,0
6019,"revealing",NA,NA,NA,0,0,51,138,0,0,30,83,0
6020,"delusional",NA,NA,NA,0.010788565,0.001580417,52,237,0,0,31,125,0
6021,"canadians",NA,NA,NA,0,0,20,98,0,0,5,54,0
6022,"evident",NA,NA,NA,0,0,14,125,0,0,6,79,0
6023,"regress",NA,NA,NA,0,0,16,73,0,0,7,26,0
6024,"determinants",NA,NA,NA,0,0,10,103,0,0,1,25,0
6025,"induce",NA,NA,NA,0,0,14,86,0,0,3,28,0
6026,"integrate",NA,NA,NA,0,0,20,69,0,0,11,39,0
6027,"men's",0,0,1,NA,NA,69,418,NA,NA,39,62,NA
6028,"complementary",NA,NA,NA,0,0,12,98,0,0,5,30,0
6029,"residential",NA,NA,NA,0,0,9,88,0,0,7,23,0
6030,"violated",NA,NA,NA,0,0,36,100,0,0,25,71,0
6031,"insult",NA,NA,NA,0.040784854,0.005974573,74,230,-0.203901545,-0.032977401,34,155,0
6032,"cancel",NA,NA,NA,0,0,38,126,0,0,24,70,0
6033,"defeat",NA,NA,NA,0,0,24,172,0,0,15,121,0
6034,"spiritual",NA,NA,NA,0,0,33,119,0,0,16,85,0
6035,"lock",NA,NA,NA,0.207633428,0.030416221,81,126,0.215853814,0.034910466,54,94,0
6036,"yoga",NA,NA,NA,0.642745823,0.094155836,140,92,0.908839697,0.146988448,53,38,0.013331804
6037,"poli",NA,NA,NA,0,0,23,226,0,0,16,76,0
6038,"morgan",NA,NA,NA,-0.047672236,-0.006983506,16,158,0,0,11,83,0
6039,"mainland",NA,NA,NA,0,0,24,81,0,0,9,39,0
6040,"array",NA,NA,NA,0,0,5,61,0,0,3,27,0
6041,"chilean",NA,NA,NA,-0.112355884,-0.016459014,7,100,0,0,8,52,0
6042,"kruggles",0,0,1,NA,NA,5,1671,NA,NA,11,480,NA
6043,"deserved",NA,NA,NA,-0.036799634,-0.005390778,64,353,0,0,65,255,0
6044,"fools",NA,NA,NA,-0.238670935,-0.034962906,31,186,0,0,15,110,0
6045,"copies",NA,NA,NA,0,0,31,144,0,0,17,91,0
6046,"maintained",NA,NA,NA,0.391972715,0.057420084,28,90,0,0,15,59,0
6047,"school's",NA,NA,NA,0,0,29,113,0,0,18,66,0
6048,"removing",NA,NA,NA,0,0,25,123,0,0,17,66,0
6049,"tactics",NA,NA,NA,0,0,18,136,0,0,11,91,0
6050,"rejects",NA,NA,NA,0,0,48,174,0,0,34,125,0
6051,"borrowers",NA,NA,NA,0.05945194,0.008709115,8,42,0,0,5,11,0
6052,"mechanics",NA,NA,NA,-0.285465906,-0.041817901,8,120,0,0,7,64,0
6053,"excluding",NA,NA,NA,0,0,29,125,0,0,12,48,0
6054,"wooldridge",0,0,1,NA,NA,1,732,NA,NA,3,83,NA
6055,"acknowledged",NA,NA,NA,-0.370706823,-0.054304843,22,149,-0.328636446,-0.053151025,15,105,0
6056,"shoulders",NA,NA,NA,-0.23267024,-0.034083864,65,128,0,0,44,78,0
6057,"discourage",NA,NA,NA,0.164021425,0.024027499,30,93,0,0,10,58,0
6058,"predicting",NA,NA,NA,-0.405356367,-0.059380655,10,169,0,0,5,94,0
6059,"ip",NA,NA,NA,-0.629031361,-0.092146805,35,191,-0.308889449,-0.049957304,11,122,0
6060,"coordination",NA,NA,NA,0,0,9,102,0,0,8,35,0
6061,"resolve",NA,NA,NA,-0.000704755,-0.00010324,23,101,0,0,16,46,0
6062,"ish",NA,NA,NA,0.026648405,0.003903725,51,131,0.131515754,0.021270304,29,71,0
6063,"determines",NA,NA,NA,0,0,13,105,0,0,3,44,0
6064,"proceedings",NA,NA,NA,0,0,29,101,0,0,21,61,0
6065,"upf",NA,NA,NA,0,0,9,83,0,0,6,34,0
6066,"carnegie",NA,NA,NA,0,0,5,96,0,0,2,35,0
6067,"eliminated",NA,NA,NA,0,0,15,103,0,0,7,50,0
6068,"liquid",NA,NA,NA,0,0,21,99,0,0,15,45,0
6069,"artificial",NA,NA,NA,0,0,31,111,0,0,14,55,0
6070,"ac",NA,NA,NA,0,0,22,102,0,0,11,48,0
6071,"stipend",NA,NA,NA,-0.142166735,-0.020826005,55,137,0,0,23,59,0
6072,"seats",NA,NA,NA,0,0,36,110,0,0,25,66,0
6073,"bite",NA,NA,NA,0,0,65,176,0,0,42,118,0
6074,"associates",NA,NA,NA,0,0,8,103,0,0,4,57,0
6075,"sheer",NA,NA,NA,-0.009788334,-0.001433893,33,154,0,0,16,97,0
6076,"theoretically",NA,NA,NA,0,0,17,109,0,0,8,40,0
6077,"criticizing",NA,NA,NA,0,0,28,241,-0.011545501,-0.001867277,18,167,0
6078,"thoroughly",NA,NA,NA,0,0,38,142,0,0,28,83,0
6079,"chooses",NA,NA,NA,0,0,48,177,0,0,40,132,0
6080,"presidency",NA,NA,NA,-0.118417229,-0.01734694,42,271,-0.3421525,-0.055337003,25,226,0
6081,"fisher",0,0,1,NA,NA,7,364,NA,NA,29,66,NA
6082,"upgrade",NA,NA,NA,0.211262581,0.030947856,46,92,0,0,22,38,0
6083,"segregation",NA,NA,NA,0,0,13,68,0,0,5,33,0
6084,"historians",NA,NA,NA,0,0,17,140,0,0,13,74,0
6085,"scoring",NA,NA,NA,0,0,19,128,0,0,9,78,0
6086,"proprietary",NA,NA,NA,0,0,12,104,0,0,4,53,0
6087,"colombia",NA,NA,NA,0,0,24,100,0,0,4,39,0
6088,"disruptive",NA,NA,NA,0,0,5,61,0,0,2,28,0
6089,"characterize",NA,NA,NA,0,0,9,89,0,0,7,16,0
6090,"sucked",NA,NA,NA,-0.118250247,-0.017322479,91,215,0,0,61,134,0
6091,"essays",NA,NA,NA,0,0,17,151,0,0,13,90,0
6092,"ray",NA,NA,NA,-0.157943459,-0.023137137,25,205,0,0,19,93,0
6093,"minus",NA,NA,NA,0,0,23,103,0,0,10,47,0
6094,"appointed",NA,NA,NA,0,0,24,185,0,0,19,141,0
6095,"profound",NA,NA,NA,-0.347676632,-0.05093115,18,154,0,0,12,84,0
6096,"indonesia",NA,NA,NA,0,0,22,79,0,0,9,42,0
6097,"egypt",NA,NA,NA,0,0,16,89,0,0,5,57,0
6098,"countless",NA,NA,NA,0,0,33,113,0,0,22,68,0
6099,"underwear",NA,NA,NA,0,0,64,93,0,0,31,49,0
6100,"rolling",NA,NA,NA,-0.334668091,-0.049025529,32,224,-0.028317796,-0.004579893,27,132,0
6101,"sanitation",NA,NA,NA,0.356596821,0.052237869,13,28,0.468971875,0.075847752,5,17,0.043843138
6102,"insignificant",NA,NA,NA,0,0,14,87,0,0,5,40,0
6103,"pros",NA,NA,NA,-0.008992335,-0.001317287,44,113,0,0,16,35,0
6104,"troubles",NA,NA,NA,-0.080694513,-0.011820939,24,94,-0.628608454,-0.101666093,10,55,0
6105,"adjunct",NA,NA,NA,0,0,47,170,0,0,28,115,0
6106,"affecting",NA,NA,NA,0,0,20,107,0,0,12,49,0
6107,"perceive",NA,NA,NA,0,0,32,86,0,0,16,47,0
6108,"hamilton",NA,NA,1,NA,NA,5,209,NA,NA,5,86,NA
6109,"colonial",NA,NA,NA,-0.072291611,-0.010589998,8,100,0,0,8,52,0
6110,"footnote",NA,NA,NA,0,0,20,144,0.175011985,0.028305036,15,79,0
6111,"il",NA,NA,NA,0,0,16,97,0,0,9,38,0
6112,"converge",NA,NA,NA,0,0,12,65,0,0,3,28,0
6113,"crop",NA,NA,NA,0,0,12,84,0,0,7,39,0
6114,"drag",NA,NA,NA,0.118623037,0.017377089,65,121,0.235385043,0.03806929,42,68,0
6115,"cross-sectional",NA,NA,NA,0,0,5,85,0,0,1,14,0
6116,"instruction",NA,NA,NA,0,0,10,71,0,0,4,39,0
6117,"artists",NA,NA,NA,0.030761523,0.004506256,41,127,0,0,21,61,0
6118,"judging",NA,NA,NA,-0.135231252,-0.019810026,61,247,-0.053947607,-0.008725054,36,170,0
6119,"sd",NA,NA,NA,0,0,17,54,0,0,9,23,0
6120,"counted",NA,NA,NA,0,0,32,138,0,0,21,80,0
6121,"collaboration",NA,NA,NA,0,0,21,104,0,0,13,53,0
6122,"auto",NA,NA,NA,0,0,16,117,0,0,10,72,0
6123,"begging",NA,NA,NA,0,0,64,138,0,0,45,85,0
6124,"convicted",NA,NA,NA,0,0,28,128,0,0,23,104,0
6125,"nato",NA,NA,NA,0,0,12,108,0,0,5,79,0
6126,"passionate",NA,NA,NA,0,0,54,122,0,0,27,71,0
6127,"barack",NA,NA,1,NA,NA,25,222,NA,NA,15,160,NA
6128,"crush",NA,NA,NA,1.111927595,0.162886275,320,207,0.74900057,0.121137349,174,136,0.108019228
6129,"accurately",NA,NA,NA,0,0,25,145,0,0,11,70,0
6130,"extract",NA,NA,NA,0,0,21,94,0,0,12,58,0
6131,"pig",NA,NA,NA,0,0,80,144,-0.122777041,-0.019856975,38,92,0
6132,"governor",NA,NA,NA,0,0,23,213,-0.110784212,-0.017917351,19,155,0
6133,"jie",NA,NA,NA,0,0,7,102,0,0,7,42,0
6134,"chess",NA,NA,NA,-0.131078838,-0.019201739,32,157,0,0,11,75,0
6135,"precision",NA,NA,NA,0,0,29,77,0,0,9,42,0
6136,"walls",NA,NA,NA,-0.165908306,-0.024303908,33,120,0,0,25,55,0
6137,"duck",NA,NA,NA,0,0,29,107,0,0,19,60,0
6138,"shifting",NA,NA,NA,0,0,20,110,0,0,10,48,0
6139,"exchanges",NA,NA,NA,0,0,12,107,0,0,8,50,0
6140,"dividends",NA,NA,NA,0,0,4,83,0,0,4,30,0
6141,"man's",0,0,1,NA,NA,74,508,NA,NA,44,173,NA
6142,"shed",NA,NA,NA,0,0,23,132,0,0,15,70,0
6143,"assignments",NA,NA,NA,0,0,19,101,0,0,15,54,0
6144,"university's",NA,NA,NA,0.617223402,0.090417057,34,108,0.868176285,0.140411874,30,68,0
6145,"pre",NA,NA,NA,0,0,43,150,0,0,19,71,0
6146,"launched",NA,NA,NA,0,0,21,116,0,0,16,74,0
